"id";"period";"okato";"subject";"river_basin";"indicator";"hazard_class";"cnt_cases";"value_min";"value_max";"unit"
2611;2011-08-31;"75000000000";Челябинская область;р. Обь;Цинк;"3";"1";13;13;ПДК
2612;2011-08-31;"75000000000";Челябинская область;р. Урал;Взвешенные вещества;"";"6";10;33;ПДК
2613;2011-09-30;"12000000000";Астраханская область;р. Волга;Цинк;"3";"1";10;10;ПДК
2614;2011-09-30;"17000000000";Владимирская область;р. Волга;Нитрит-ионы;"4э";"3";11;13;ПДК
2615;2011-09-30;"19000000000";Вологодская область;р. Волга;Нитрит-ионы;"4э";"1";12;12;ПДК
2616;2011-09-30;"19000000000";Вологодская область;р. Волга;Аммоний-ион;"4";"1";10;10;ПДК
2617;2011-09-30;"19000000000";Вологодская область;р. Северная Двина;Фенол;"3";"1";33;33;ПДК
2618;2011-09-30;"19000000000";Вологодская область;р. Северная Двина;Растворенный кислород;"";"1";2.22;2.22;мг/л
2619;2011-09-30;"19000000000";Вологодская область;р. Северная Двина;Лигносульфонаты;"4";"1";31;31;ПДК
2620;2011-09-30;"76000000000";Забайкальский край;р. Амур;Аммоний-ион;"4";"1";16;16;ПДК
2621;2011-09-30;"76000000000";Забайкальский край;р. Амур;Нитрит-ионы;"4э";"1";13;13;ПДК
2622;2011-09-30;"25000000000";Иркутская область;р. Енисей;Взвешенные вещества;"";"3";11;12;ПДК
2623;2011-09-30;"33000000000";Кировская область;р. Волга;Взвешенные вещества;"";"6";13;42;ПДК
2624;2011-09-30;"04000000000";Красноярский край;р. Енисей;Кадмий;"2";"1";4;4;ПДК
2625;2011-09-30;"37000000000";Курганская область;р. Обь;Взвешенные вещества;"";"3";12;37;ПДК
2626;2011-09-30;"41000000000";Ленинградская область;малые реки, озера, водохранилища;Нитрит-ионы;"4э";"1";18;18;ПДК
2627;2011-09-30;"44000000000";Магаданская область;р. Колыма;Свинец;"2";"1";5;5;ПДК
2628;2011-09-30;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"25";11;44;ПДК
2629;2011-09-30;"46000000000";Московская область;р. Волга;БПК5;"";"5";6;10;ПДК
2630;2011-09-30;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"8";10;16;ПДК
2631;2011-09-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Никель;"3";"5";10;34;ПДК
2632;2011-09-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Медь;"3";"1";45;45;ПДК
2633;2011-09-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Ртуть;"1";"1";3;3;ПДК
2634;2011-09-30;"47000000000";Мурманская область;малые реки, озера, водохранилища;Дитиофосфат крезиловый;"4";"4";10;20;ПДК
2635;2011-09-30;"22000000000";Нижегородская область;р. Волга;Сульфаты;"4";"1";13;13;ПДК
2636;2011-09-30;"22000000000";Нижегородская область;р. Волга;Взвешенные вещества;"";"8";12;45;ПДК
2637;2011-09-30;"50000000000";Новосибирская область;р. Обь;Нитрит-ионы;"4э";"1";11;11;ПДК
2638;2011-09-30;"50000000000";Новосибирская область;р. Обь;Марганец;"4";"2";42;46;ПДК
2639;2011-09-30;"53000000000";Оренбургская область;р. Урал;Цинк;"3";"1";40;40;ПДК
2640;2011-09-30;"53000000000";Оренбургская область;р. Урал;Медь;"3";"1";45;45;ПДК
2641;2011-09-30;"57000000000";Пермский край;р. Волга;Взвешенные вещества;"";"4";10;20;ПДК
2642;2011-09-30;"57000000000";Пермский край;р. Кама;Цинк;"3";"1";10;10;ПДК
2643;2011-09-30;"57000000000";Пермский край;р. Кама;Взвешенные вещества;"";"1";11;11;ПДК
2644;2011-09-30;"57000000000";Пермский край;р. Кама;Железо общее;"4";"1";40;40;ПДК
2645;2011-09-30;"57000000000";Пермский край;р. Кама;Никель;"3";"1";30;30;ПДК
2646;2011-09-30;"05000000000";Приморский край;р. Амур;Железо общее;"4";"1";41;41;ПДК
2647;2011-09-30;"05000000000";Приморский край;р. Амур;Растворенный кислород;"";"1";2.47;2.47;мг/л
2648;2011-09-30;"05000000000";Приморский край;р. Амур;БПК5;"";"1";19;19;ПДК
2649;2011-09-30;"90000000000";Республика Северная Осетия-Алания;р. Терек;Фенол;"3";"1";49;49;ПДК
2650;2011-09-30;"90000000000";Республика Северная Осетия-Алания;р. Терек;БПК5;"";"1";14;14;ПДК
2651;2011-09-30;"61000000000";Рязанская область;р. Волга;Нитрит-ионы;"4э";"1";14;14;ПДК
2652;2011-09-30;"36000000000";Самарская область;р. Волга;ГХЦГ;"1";"2";3;4;ПДК
2653;2011-09-30;"65000000000";Свердловская область;р. Обь;Взвешенные вещества;"";"27";10;37;ПДК
2654;2011-09-30;"65000000000";Свердловская область;р. Обь;Фосфаты;"4э";"1";18;18;ПДК
2655;2011-09-30;"65000000000";Свердловская область;р. Обь;Аммоний-ион;"4";"2";11;14;ПДК
2656;2011-09-30;"65000000000";Свердловская область;р. Обь;Растворенный кислород;"";"1";2.1;2.1;мг/л
2657;2011-09-30;"65000000000";Свердловская область;р. Обь;Марганец;"4";"1";37;37;ПДК
2658;2011-09-30;"65000000000";Свердловская область;р. Обь;Нитрит-ионы;"4э";"3";11;29;ПДК
2659;2011-09-30;"28000000000";Тверская область;р. Волга;Аммоний-ион;"4";"1";13;13;ПДК
2660;2011-09-30;"28000000000";Тверская область;р. Волга;Фосфаты;"4э";"1";15;15;ПДК
2661;2011-09-30;"70000000000";Тульская область;р. Волга;Нитрит-ионы;"4э";"1";31;31;ПДК
2662;2011-09-30;"70000000000";Тульская область;р. Дон;Аммоний-ион;"4";"1";13;13;ПДК
2663;2011-09-30;"71000000000";Тюменская область;р. Обь;Нефть и нефтепродукты;"3";"2";38;42;ПДК
2664;2011-09-30;"08000000000";Хабаровский край;р. Амур;Аммоний-ион;"4";"2";10;13;ПДК
2665;2011-09-30;"08000000000";Хабаровский край;р. Амур;БПК5;"";"1";10;10;ПДК
2666;2011-09-30;"75000000000";Челябинская область;р. Кама;Нитрит-ионы;"4э";"1";16;16;ПДК
2667;2011-09-30;"75000000000";Челябинская область;р. Кама;Взвешенные вещества;"";"1";15;15;ПДК
2668;2011-09-30;"75000000000";Челябинская область;р. Обь;Медь;"3";"1";38;38;ПДК
2669;2011-09-30;"75000000000";Челябинская область;р. Обь;Марганец;"4";"1";35;35;ПДК
2670;2011-09-30;"75000000000";Челябинская область;р. Обь;Взвешенные вещества;"";"9";11;35;ПДК
2671;2011-09-30;"75000000000";Челябинская область;р. Обь;Цинк;"3";"1";18;18;ПДК
2672;2011-09-30;"75000000000";Челябинская область;р. Урал;Взвешенные вещества;"";"4";12;25;ПДК
2673;2011-09-30;"71140000000";Ямало-Ненецкий автономный округ (Тюменская область);р. Обь;Цинк;"3";"1";11;11;ПДК
2674;2011-10-31;"11000000000";Архангельская область;малые реки, озера, водохранилища;Нитрит-ионы;"4э";"1";22;22;ПДК
2675;2011-10-31;"12000000000";Астраханская область;р. Волга;Цинк;"3";"1";10;10;ПДК
2676;2011-10-31;"12000000000";Астраханская область;р. Волга;Сульфиды и сероводород;"4";"2";10;10;ПДК
2677;2011-10-31;"14000000000";Белгородская область;р. Дон;Нитрит-ионы;"4э";"4";14;14;ПДК
2678;2011-10-31;"17000000000";Владимирская область;р. Волга;Нитрит-ионы;"4э";"2";12;14;ПДК
2679;2011-10-31;"17000000000";Владимирская область;р. Волга;Железо общее;"4";"4";34;39;ПДК
2680;2011-10-31;"19000000000";Вологодская область;р. Волга;Аммоний-ион;"4";"2";13;15;ПДК
2681;2011-10-31;"19000000000";Вологодская область;р. Волга;Нитрит-ионы;"4э";"1";22;22;ПДК
2682;2011-10-31;"19000000000";Вологодская область;р. Северная Двина;БПК5;"";"1";6;6;ПДК
2683;2011-10-31;"76000000000";Забайкальский край;р. Амур;Аммоний-ион;"4";"1";15;15;ПДК
2684;2011-10-31;"25000000000";Иркутская область;р. Енисей;Взвешенные вещества;"";"2";11;37;ПДК
2685;2011-10-31;"33000000000";Кировская область;р. Волга;Взвешенные вещества;"";"1";17;17;ПДК
2686;2011-10-31;"44000000000";Магаданская область;р. Колыма;Свинец;"2";"1";4;4;ПДК
2687;2011-10-31;"46000000000";Московская область;р. Волга;Нитрит-ионы;"4э";"18";11;21;ПДК
2688;2011-10-31;"46000000000";Московская область;р. Волга;БПК5;"";"1";6;6;ПДК
2689;2011-10-31;"46000000000";Московская область;р. Волга;Аммоний-ион;"4";"7";10;18;ПДК
2690;2011-10-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Дитиофосфат крезиловый;"4";"4";10;20;ПДК
2691;2011-10-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Молибден;"2";"1";4;4;ПДК
2692;2011-10-31;"47000000000";Мурманская область;малые реки, озера, водохранилища;Медь;"3";"1";34;34;ПДК
